número;región de tramitación;comuna de tramitación
34636-92486-ML;Metropolitana de Santiago;Isla de Maipo
52982-89390-GD;XVI de Ñuble;Pemuco
65252-59443-LM;VIII del Bío-Bío;Alto Biobío
36100-75051-LE;XVI de Ñuble;San Carlos
64715-55054-ON;VI del Libertador General Bernardo O'Higgins;Pumanque
24838-23058-JI;VIII del Bío-Bío;Mulchén
10615-9301-LK;IX de La Araucanía;Lonquimay
94663-11600-KF;VII del Maule;Licantén
4841-97140-GG;V de Valparaíso;Calera
18462-913-OB;II de Antofagasta;Ollagüe
23359-54160-KH;VIII del Bío-Bío;Mulchén
62277-44545-NF;I de Tarapacá;Pica
39730-31130-ED;VI del Libertador General Bernardo O'Higgins;Codegua
94852-73721-BI;IV de Coquimbo;Andacollo
49801-59127-AI;XI de Aysén del General Carlos Ibáñez del Campo;Coihaique
569-73481-MK;Metropolitana de Santiago;Quinta Normal
78832-63168-FL;V de Valparaíso;Los Andes
64956-77382-BJ;X de Los Lagos;Purranque
95126-80189-ME;VIII del Bío-Bío;Mulchén
7490-84564-FJ;V de Valparaíso;Catemu
61484-17743-KG;IX de La Araucanía;Perquenco
54449-42992-DJ;VI del Libertador General Bernardo O'Higgins;Santa Cruz
36611-35300-IB;XII de Magallanes y de La Antártica Chilena;Punta Arenas
83704-15161-BE;X de Los Lagos;Puerto Montt
20657-28595-DE;VII del Maule;Hualañé
28581-77415-JJ;VII del Maule;Cauquenes
977-32541-GI;VII del Maule;Curepto
60566-63851-DB;IX de La Araucanía;Pitrufquén
67554-11259-OI;XVI de Ñuble;Bulnes
99587-70564-JE;XII de Magallanes y de La Antártica Chilena;Timaukel
50484-88959-AH;IX de La Araucanía;Pucón
47550-5722-HO;VI del Libertador General Bernardo O'Higgins;Chimbarongo
13156-12643-KE;XIV de Los Ríos;Futrono
45527-84685-FM;VIII del Bío-Bío;Quilleco
32379-39699-NE;VI del Libertador General Bernardo O'Higgins;Peumo
50788-86275-LO;IV de Coquimbo;Paiguano
16639-73243-AE;X de Los Lagos;Puqueldón
82282-22034-BO;XV de Arica y Parinacota;Arica
59313-92589-FO;V de Valparaíso;Limache
16969-33262-NM;V de Valparaíso;Casablanca
84885-83829-KL;V de Valparaíso;San Esteban
49188-39251-MM;I de Tarapacá;Pozo Almonte
96399-2593-HK;X de Los Lagos;Queilén
33151-70258-IL;I de Tarapacá;Alto Hospicio
36571-36080-KG;II de Antofagasta;Antofagasta
60092-36343-BF;Metropolitana de Santiago;Padre Hurtado
50915-17641-II;VI del Libertador General Bernardo O'Higgins;Lolol
28132-31540-KA;III de Atacama;Chañaral
95535-76710-LL;XVI de Ñuble;Coihueco
26356-70087-AK;V de Valparaíso;San Antonio
88896-43411-LN;VI del Libertador General Bernardo O'Higgins;Pumanque
39267-1118-DB;Metropolitana de Santiago;Alhué
13590-15944-EF;VII del Maule;Empedrado
76201-64637-BA;IX de La Araucanía;Carahue
97283-14927-NE;XVI de Ñuble;Bulnes
74663-23414-BB;X de Los Lagos;Dalcahue
41828-62122-HE;V de Valparaíso;Petorca
82652-35156-GM;V de Valparaíso;Petorca
38053-73459-FK;IX de La Araucanía;Loncoche
24669-30568-NN;XII de Magallanes y de La Antártica Chilena;Río Verde
47665-64766-KN;Metropolitana de Santiago;Vitacura
51411-21659-NG;V de Valparaíso;Viña del Mar
74391-94515-BF;VIII del Bío-Bío;San Rosendo
96212-81963-BA;VI del Libertador General Bernardo O'Higgins;Coinco
26194-30248-IG;VI del Libertador General Bernardo O'Higgins;Pumanque
66636-76769-HK;XIV de Los Ríos;Futrono
26509-69099-DH;III de Atacama;Tierra Amarilla
70213-49513-NB;III de Atacama;Tierra Amarilla
44683-39090-NJ;IX de La Araucanía;Loncoche
53368-50920-GE;VIII del Bío-Bío;Alto Biobío
35507-80290-KA;XVI de Ñuble;Coelemu
42382-37712-OB;II de Antofagasta;María Elena
39518-13776-JN;IV de Coquimbo;Los Vilos
57142-3453-OB;XIV de Los Ríos;Río Bueno
70568-98709-JB;VI del Libertador General Bernardo O'Higgins;Palmilla
49197-66865-KN;VII del Maule;Rauco
94046-43697-KM;Metropolitana de Santiago;Recoleta
31840-12644-BN;IV de Coquimbo;Paiguano
40984-23414-KH;IX de La Araucanía;Lonquimay
28769-31895-LN;V de Valparaíso;Putaendo
35348-37405-OA;II de Antofagasta;María Elena
11678-52760-LA;VI del Libertador General Bernardo O'Higgins;Doñihue
35320-64920-OK;IX de La Araucanía;Villarrica
16795-62596-KG;IV de Coquimbo;Punitaqui
9838-26277-FL;X de Los Lagos;Puqueldón
70501-47236-AK;XV de Arica y Parinacota;Camarones
93092-84961-DI;VI del Libertador General Bernardo O'Higgins;Malloa
55322-70306-OI;IV de Coquimbo;Coquimbo
33833-84879-EI;XVI de Ñuble;San Fabián
14363-15195-GJ;VIII del Bío-Bío;Tomé
74947-18515-LN;Metropolitana de Santiago;Providencia
42193-24629-BJ;IX de La Araucanía;Pitrufquén
18504-63937-EH;VIII del Bío-Bío;Lebu
19505-99133-LH;V de Valparaíso;Los Andes
9655-5121-BL;IX de La Araucanía;Temuco
60063-40755-OA;VI del Libertador General Bernardo O'Higgins;Litueche
43764-78719-EA;V de Valparaíso;El Quisco
99593-62811-DN;IV de Coquimbo;Río Hurtado
95404-88004-OL;VI del Libertador General Bernardo O'Higgins;Lolol
59253-41780-IF;V de Valparaíso;Juan Fernández
44887-33801-BL;IV de Coquimbo;Combarbalá
68190-54994-AG;Metropolitana de Santiago;Pedro Aguirre Cerda
87204-64749-IE;IX de La Araucanía;Los Sauces
87420-85876-OG;III de Atacama;Tierra Amarilla
75961-98217-BO;VI del Libertador General Bernardo O'Higgins;Palmilla
16218-21190-MH;Metropolitana de Santiago;Colina
85138-95053-BL;V de Valparaíso;Los Andes
22536-49395-LF;VII del Maule;Longaví
78419-42513-FB;V de Valparaíso;Hijuelas
38167-37604-NB;VIII del Bío-Bío;Hualqui
11022-28352-AO;II de Antofagasta;Calama
20125-5523-JN;XVI de Ñuble;Ninhue
75884-97090-FI;X de Los Lagos;Chaitén
67116-33468-HA;VIII del Bío-Bío;Florida
19113-40998-AH;VIII del Bío-Bío;Quilaco
71702-86031-LM;X de Los Lagos;Cochamó
19442-32451-DI;Metropolitana de Santiago;La Reina
7929-65628-DB;VIII del Bío-Bío;Santa Juana
87548-91781-JD;Metropolitana de Santiago;La Reina
20739-66447-AN;IV de Coquimbo;La Serena
22635-51815-MH;VIII del Bío-Bío;Santa Juana
54920-97688-FB;VII del Maule;Villa Alegre
13444-62709-EM;VI del Libertador General Bernardo O'Higgins;Litueche
18899-47189-HO;Metropolitana de Santiago;Maipú
14073-72664-GI;VIII del Bío-Bío;Santa Juana
51561-1095-BK;Metropolitana de Santiago;Maipú
88630-47172-DO;Metropolitana de Santiago;Buin
14988-63077-HB;XVI de Ñuble;Yungay
58393-40699-IM;VIII del Bío-Bío;Alto Biobío
89635-49888-DI;Metropolitana de Santiago;Peñalolén
27540-81146-BD;XIV de Los Ríos;Mariquina
33136-47435-DH;XVI de Ñuble;Bulnes
9806-36236-GL;IX de La Araucanía;Lonquimay
8178-80067-FN;IX de La Araucanía;Lonquimay
52685-10546-BK;VII del Maule;Romeral
89503-18000-MB;V de Valparaíso;Putaendo
49044-29759-EN;Metropolitana de Santiago;Lampa
91639-59264-JB;XVI de Ñuble;Bulnes
67565-14207-BK;X de Los Lagos;San Pablo
53540-19206-EM;II de Antofagasta;San Pedro de Atacama
59164-27789-EK;IV de Coquimbo;Combarbalá
47159-71924-NI;Metropolitana de Santiago;Lo Prado
65762-66603-IB;IX de La Araucanía;Galvarino
52509-80289-OM;X de Los Lagos;Frutillar
94051-40253-DI;VI del Libertador General Bernardo O'Higgins;Doñihue
14821-46498-GB;XVI de Ñuble;Coelemu
32860-28300-ND;IX de La Araucanía;Los Sauces
95312-64869-ON;Metropolitana de Santiago;La Florida
74993-42206-IG;Metropolitana de Santiago;Peñaflor
52138-78418-EL;III de Atacama;Caldera
98442-83316-II;Metropolitana de Santiago;Vitacura
74489-77526-EF;XIV de Los Ríos;Máfil
30073-52042-BB;VI del Libertador General Bernardo O'Higgins;Coltauco
24265-28302-BG;VIII del Bío-Bío;Contulmo
35923-23889-EH;Metropolitana de Santiago;Recoleta
37666-84986-JB;VII del Maule;Vichuquén
91825-75862-EB;VIII del Bío-Bío;Cañete
36804-19103-KB;VII del Maule;Constitución
3722-74765-FL;VIII del Bío-Bío;Antuco
51631-3129-LG;IV de Coquimbo;Canela
14853-28986-KG;V de Valparaíso;Puchuncaví
24853-6818-BB;X de Los Lagos;Palena
75594-96291-NN;VII del Maule;San Rafael
60481-8576-AE;Metropolitana de Santiago;San José de Maipo
54508-41013-BD;V de Valparaíso;Petorca
9512-285-KB;XI de Aysén del General Carlos Ibáñez del Campo;Chile Chico
88864-82105-BI;IV de Coquimbo;Combarbalá
60088-42155-KM;VII del Maule;Rauco
69944-53251-MD;X de Los Lagos;Futaleufú
810-93553-OA;VII del Maule;Parral
30735-29259-LB;VI del Libertador General Bernardo O'Higgins;Rancagua
91102-65903-JA;XIV de Los Ríos;Lago Ranco
27340-9593-MD;VII del Maule;San Clemente
47102-51929-AI;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
58977-88767-IB;VII del Maule;Río Claro
75759-51377-JE;III de Atacama;Diego de Almagro
96145-28753-NK;V de Valparaíso;Santo Domingo
50341-18901-IB;V de Valparaíso;Quintero
152-52023-DJ;VII del Maule;Curicó
3787-4809-LL;Metropolitana de Santiago;Renca
72784-9662-KB;XI de Aysén del General Carlos Ibáñez del Campo;Aisén
9918-30517-NI;X de Los Lagos;Río Negro
25188-62366-BN;Metropolitana de Santiago;Talagante
39848-1415-ID;V de Valparaíso;San Felipe
60961-67357-II;VIII del Bío-Bío;Santa Juana
92014-93595-LE;XII de Magallanes y de La Antártica Chilena;San Gregorio
72119-79009-MB;XVI de Ñuble;Portezuelo
33495-42694-OJ;III de Atacama;Huasco
4496-57028-OE;VIII del Bío-Bío;Santa Juana
89049-11552-LB;Metropolitana de Santiago;Las Condes
84296-91901-EM;IV de Coquimbo;Coquimbo
21424-51411-KB;Metropolitana de Santiago;María Pinto
10659-11042-KG;XIV de Los Ríos;Mariquina
92116-21997-AI;III de Atacama;Diego de Almagro
42780-96767-BL;XII de Magallanes y de La Antártica Chilena;Torres del Paine
5067-87349-EB;IV de Coquimbo;Los Vilos
95659-99629-LF;XIV de Los Ríos;Mariquina
31598-41897-NK;Metropolitana de Santiago;San Ramón
89566-89210-NH;X de Los Lagos;Chaitén
6985-91817-KB;XII de Magallanes y de La Antártica Chilena;Porvenir
67980-46329-KJ;VIII del Bío-Bío;Hualqui
80300-42053-NH;Metropolitana de Santiago;Huechuraba
29552-11647-BL;IV de Coquimbo;Salamanca
3338-7558-DI;VI del Libertador General Bernardo O'Higgins;Las Cabras
38562-13134-DJ;X de Los Lagos;Quemchi
23745-45664-ML;VI del Libertador General Bernardo O'Higgins;Pichilemu
8632-92608-NF;XIV de Los Ríos;Lago Ranco
53551-5124-LD;Metropolitana de Santiago;Peñalolén
32853-75656-BH;Metropolitana de Santiago;Cerrillos
69496-79225-GF;V de Valparaíso;Viña del Mar
39683-17023-AF;Metropolitana de Santiago;Independencia
70733-90897-BG;X de Los Lagos;Llanquihue
70111-73535-EB;IV de Coquimbo;La Higuera
64181-75015-MI;X de Los Lagos;Chonchi
37212-69375-EB;V de Valparaíso;Puchuncaví
49491-34962-DE;V de Valparaíso;Santa María
60311-566-GE;VIII del Bío-Bío;Hualpén
12007-78911-BO;X de Los Lagos;Osorno
45902-20777-LA;XVI de Ñuble;Coelemu
92370-25456-BM;Metropolitana de Santiago;Melipilla
36852-52920-JH;III de Atacama;Alto del Carmen
24309-75614-KE;XIV de Los Ríos;Lago Ranco
56993-79706-BH;X de Los Lagos;San Juan de la Costa
35957-71081-GL;X de Los Lagos;Quinchao
74846-38848-MI;Metropolitana de Santiago;San Joaquín
51589-37511-MH;VII del Maule;Retiro
71456-78776-MB;VIII del Bío-Bío;Negrete
23223-60073-DD;VIII del Bío-Bío;Arauco
35611-49020-BN;VIII del Bío-Bío;Quilleco
24191-97007-AB;XVI de Ñuble;Treguaco
67911-36709-DE;V de Valparaíso;Zapallar
46111-53331-MM;IX de La Araucanía;Pucón
31819-24603-FL;V de Valparaíso;Quilpué
44188-91068-JO;X de Los Lagos;Puqueldón
28645-33722-EI;VI del Libertador General Bernardo O'Higgins;Placilla
72919-19887-MA;Metropolitana de Santiago;Estación Central
89362-24888-NA;V de Valparaíso;Quintero
48323-4280-KL;VIII del Bío-Bío;San Pedro de la Paz
9228-63488-AJ;X de Los Lagos;Frutillar
91665-11947-IE;Metropolitana de Santiago;Santiago
39484-75035-BB;XVI de Ñuble;Quillón
98831-30132-OK;Metropolitana de Santiago;La Reina
29713-93333-BG;IX de La Araucanía;Carahue
30916-57988-AG;XVI de Ñuble;Treguaco
68042-27495-MB;VII del Maule;Empedrado
21935-23395-JK;VII del Maule;Pencahue
3034-42070-GB;XVI de Ñuble;Chillán
8007-61066-EL;XVI de Ñuble;San Fabián
59820-99876-LE;Metropolitana de Santiago;San José de Maipo
9522-4456-KG;IX de La Araucanía;Perquenco
79780-1231-DI;XV de Arica y Parinacota;General Lagos
11832-98119-BA;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
33878-69183-NB;IV de Coquimbo;Río Hurtado
40521-42537-FO;VIII del Bío-Bío;San Rosendo
66627-78508-BJ;VI del Libertador General Bernardo O'Higgins;Santa Cruz
57021-64777-MM;Metropolitana de Santiago;Lo Barnechea
3997-73231-NF;VI del Libertador General Bernardo O'Higgins;Paredones
60518-55795-JM;VI del Libertador General Bernardo O'Higgins;Codegua
13256-3154-AJ;XIV de Los Ríos;Lanco
70306-43179-MN;I de Tarapacá;Pica
79605-37495-JH;Metropolitana de Santiago;Curacaví
9989-59663-BK;VII del Maule;Romeral
53986-59830-MK;X de Los Lagos;Puerto Varas
9123-53107-HF;Metropolitana de Santiago;Pedro Aguirre Cerda
12772-60349-LB;VI del Libertador General Bernardo O'Higgins;Rancagua
38976-72347-EH;VIII del Bío-Bío;Tirúa
71456-50655-BN;III de Atacama;Vallenar
93583-91954-HK;IX de La Araucanía;Los Sauces
67046-70651-HM;X de Los Lagos;Puerto Varas
88140-33608-AA;I de Tarapacá;Alto Hospicio
91736-37062-IB;XIV de Los Ríos;Futrono
64568-11569-HD;II de Antofagasta;San Pedro de Atacama
49801-47306-DN;IX de La Araucanía;Villarrica
84374-98440-KB;Metropolitana de Santiago;La Florida
29088-17786-GD;VIII del Bío-Bío;Penco
17648-61277-FE;V de Valparaíso;El Quisco
14892-27631-EF;VIII del Bío-Bío;Laja
21087-65904-DA;VI del Libertador General Bernardo O'Higgins;Paredones
93559-38169-DM;IV de Coquimbo;La Serena
84075-961-NI;XVI de Ñuble;Pemuco
17434-86645-AK;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
31624-4320-MJ;V de Valparaíso;Santa María
8355-70835-EG;VI del Libertador General Bernardo O'Higgins;Codegua
30744-52846-LE;Metropolitana de Santiago;Conchalí
77226-86717-HL;II de Antofagasta;San Pedro de Atacama
49595-71920-FK;XVI de Ñuble;Ñiquén
95824-2801-FG;IX de La Araucanía;Villarrica
41896-221-BO;V de Valparaíso;Calle Larga
5530-12770-JL;Metropolitana de Santiago;María Pinto
25187-8579-BI;XVI de Ñuble;Bulnes
91269-19401-HO;VII del Maule;Talca
44446-45084-MB;IX de La Araucanía;Perquenco
43464-44257-BE;VII del Maule;Maule
23380-44247-AL;XII de Magallanes y de La Antártica Chilena;Timaukel
15227-7544-EL;IX de La Araucanía;Freire
43260-34158-HN;Metropolitana de Santiago;San José de Maipo
57793-55863-BF;XVI de Ñuble;Chillán Viejo
24765-70307-HJ;X de Los Lagos;Puerto Montt
69986-78171-DO;IV de Coquimbo;Illapel
62903-48922-DN;XI de Aysén del General Carlos Ibáñez del Campo;Cisnes
43890-12011-IK;III de Atacama;Freirina
12877-30125-EM;Metropolitana de Santiago;La Pintana
73334-90468-GH;Metropolitana de Santiago;La Granja
97690-76677-BK;III de Atacama;Chañaral
58799-93901-JJ;Metropolitana de Santiago;La Granja
74642-4335-DB;Metropolitana de Santiago;Calera de Tango
70852-47839-OB;Metropolitana de Santiago;San Bernardo
44472-18604-IG;XIV de Los Ríos;La Unión
16369-58658-KA;Metropolitana de Santiago;Alhué
19770-12938-GI;V de Valparaíso;Puchuncaví
86640-99873-BB;XV de Arica y Parinacota;Camarones
41934-38954-BK;VII del Maule;Licantén
88682-66211-FI;IX de La Araucanía;Lautaro
75851-38888-IJ;III de Atacama;Alto del Carmen
72571-6506-IB;VII del Maule;Colbún
49234-7442-IE;VIII del Bío-Bío;Tucapel
91427-31862-MK;IX de La Araucanía;Curarrehue
89032-19343-FK;V de Valparaíso;La Ligua
92558-37986-DE;V de Valparaíso;La Ligua
34227-5905-NG;V de Valparaíso;Cartagena
26563-183-IG;IX de La Araucanía;Freire
41515-40066-II;VI del Libertador General Bernardo O'Higgins;Peumo
41586-48134-FB;IX de La Araucanía;Galvarino
27683-47609-DO;IX de La Araucanía;Galvarino
50051-67965-JE;Metropolitana de Santiago;Peñalolén
5139-13753-KB;II de Antofagasta;San Pedro de Atacama
11243-29581-DG;VII del Maule;Yerbas Buenas
24186-31104-BO;XI de Aysén del General Carlos Ibáñez del Campo;Tortel
99719-76322-DH;VII del Maule;Colbún
92376-53674-LB;XVI de Ñuble;San Carlos
21385-90510-EA;VII del Maule;San Clemente
69144-18670-HB;Metropolitana de Santiago;Ñuñoa
85254-72650-EK;XI de Aysén del General Carlos Ibáñez del Campo;Aisén
10952-19791-JJ;I de Tarapacá;Pica
63365-3294-OB;X de Los Lagos;Puyehue
26457-35584-KD;VII del Maule;Río Claro
91966-25505-KK;VI del Libertador General Bernardo O'Higgins;Doñihue
12739-81962-HJ;VIII del Bío-Bío;Alto Biobío
84632-43013-BG;VIII del Bío-Bío;Quilleco
1828-55529-BF;VII del Maule;Retiro
45905-83443-OD;XVI de Ñuble;Ránquil
15183-65135-DM;Metropolitana de Santiago;Buin
45332-25234-OB;IV de Coquimbo;Combarbalá
54499-82116-BJ;XVI de Ñuble;San Ignacio
17860-5274-IH;IX de La Araucanía;Renaico
94624-85285-EB;X de Los Lagos;Osorno
74666-17180-JK;III de Atacama;Huasco
22819-12377-NK;IV de Coquimbo;Salamanca
61893-49482-EB;VIII del Bío-Bío;Alto Biobío
99926-39468-GI;V de Valparaíso;Casablanca
20562-21541-OM;X de Los Lagos;Frutillar
2373-67833-LG;V de Valparaíso;Quintero
22014-8412-HA;Metropolitana de Santiago;Ñuñoa
30964-60141-GN;V de Valparaíso;San Esteban
31378-68874-EO;VIII del Bío-Bío;San Rosendo
81477-19164-DL;VIII del Bío-Bío;Laja
87028-7160-ON;X de Los Lagos;Purranque
8564-30371-BD;IV de Coquimbo;Los Vilos
39284-6894-BI;IV de Coquimbo;Coquimbo
86610-90061-FG;Metropolitana de Santiago;Renca
5192-61233-JB;V de Valparaíso;Villa Alemana
20868-64400-DJ;VIII del Bío-Bío;Yumbel
4046-26053-IK;III de Atacama;Copiapó
87615-62682-KL;VII del Maule;San Clemente
76868-58869-IK;Metropolitana de Santiago;El Monte
30981-29913-GH;V de Valparaíso;Cartagena
94025-77240-NH;IX de La Araucanía;Angol
94356-23086-DB;IX de La Araucanía;Loncoche
42215-78422-BB;X de Los Lagos;Chaitén
8572-50732-BG;VI del Libertador General Bernardo O'Higgins;Navidad
5181-12494-AF;III de Atacama;Alto del Carmen
7647-81949-FH;VI del Libertador General Bernardo O'Higgins;Coinco
61996-72969-LA;VII del Maule;Chanco
16817-80438-IG;XI de Aysén del General Carlos Ibáñez del Campo;Lago Verde
36256-60754-IJ;IV de Coquimbo;Coquimbo
8249-36446-HF;X de Los Lagos;Queilén
72251-96730-BO;I de Tarapacá;Alto Hospicio
47385-83720-MF;X de Los Lagos;Quellón
51955-68633-JH;VII del Maule;Hualañé
4073-36301-IM;X de Los Lagos;Puerto Varas
98430-6797-LB;X de Los Lagos;Osorno
88305-69600-IM;VII del Maule;San Javier
89674-62820-MI;X de Los Lagos;Quemchi
96468-18768-KH;Metropolitana de Santiago;Peñaflor
58044-80664-DD;V de Valparaíso;Papudo
68824-37025-BH;II de Antofagasta;Ollagüe
22509-76946-BA;VIII del Bío-Bío;Tomé
20475-95253-BA;IX de La Araucanía;Cholchol
72209-43888-IB;XI de Aysén del General Carlos Ibáñez del Campo;Cochrane
30982-39184-DA;VI del Libertador General Bernardo O'Higgins;Santa Cruz
98235-54596-OM;XII de Magallanes y de La Antártica Chilena;Laguna Blanca
58908-92894-DI;IV de Coquimbo;Río Hurtado
19214-43838-IK;Metropolitana de Santiago;Huechuraba
94999-4559-ND;VII del Maule;Pelarco
9858-40822-FG;IV de Coquimbo;Los Vilos
24304-86230-IJ;XV de Arica y Parinacota;Arica
11881-41143-FJ;VII del Maule;Constitución
31442-25151-MD;V de Valparaíso;Concón
18465-12106-JM;IX de La Araucanía;Loncoche
53023-28051-GA;VII del Maule;Yerbas Buenas
59409-2392-KG;V de Valparaíso;Olmué
7658-47641-DE;V de Valparaíso;Valparaíso
615-68260-FK;V de Valparaíso;Algarrobo
46894-8725-NM;IV de Coquimbo;Punitaqui
25861-90761-OF;Metropolitana de Santiago;Talagante
64132-83299-DG;VII del Maule;Linares
18549-58418-KJ;VII del Maule;Río Claro
64834-879-JJ;III de Atacama;Huasco
69655-17374-BA;VII del Maule;Pelluhue
37452-99012-LB;XIV de Los Ríos;Lanco
11967-36960-KK;Metropolitana de Santiago;Santiago
81924-25249-FA;X de Los Lagos;Chaitén
59884-58651-DN;X de Los Lagos;San Pablo
29744-47340-ON;IX de La Araucanía;Freire
59163-32574-LG;III de Atacama;Chañaral
6786-364-ON;IX de La Araucanía;Los Sauces
87285-76621-BI;Metropolitana de Santiago;San José de Maipo
13881-11315-IG;VII del Maule;Constitución
51007-73931-AK;IV de Coquimbo;Vicuña
27838-51061-IB;VI del Libertador General Bernardo O'Higgins;Mostazal
58128-69234-BL;VI del Libertador General Bernardo O'Higgins;Paredones
62262-1526-OB;V de Valparaíso;Los Andes
56335-27422-EE;XVI de Ñuble;Coelemu
65134-6562-LK;VII del Maule;Colbún
40357-70678-BF;X de Los Lagos;Fresia
91703-2552-AA;X de Los Lagos;Dalcahue
81247-63962-OD;VIII del Bío-Bío;Penco
78510-55342-EF;V de Valparaíso;Llaillay
76547-1475-OE;VI del Libertador General Bernardo O'Higgins;Machalí
58430-52974-AE;Metropolitana de Santiago;San Ramón
54241-89200-AE;Metropolitana de Santiago;San Ramón
23649-15296-EN;VI del Libertador General Bernardo O'Higgins;Malloa
30914-23407-OJ;VI del Libertador General Bernardo O'Higgins;Chépica
34334-88491-DD;IX de La Araucanía;Carahue
41057-92021-II;VII del Maule;Río Claro
61490-31175-FJ;Metropolitana de Santiago;Renca
46172-8300-EA;IX de La Araucanía;Cholchol
41694-98609-MM;VI del Libertador General Bernardo O'Higgins;San Vicente
25375-40876-BB;II de Antofagasta;Antofagasta
10255-86095-KK;V de Valparaíso;Casablanca
21740-27647-AM;XIV de Los Ríos;Máfil
57071-80061-AE;VI del Libertador General Bernardo O'Higgins;Rancagua
60646-12777-KF;VI del Libertador General Bernardo O'Higgins;Navidad
42301-59276-EF;VI del Libertador General Bernardo O'Higgins;Marchihue
25856-82703-LB;Metropolitana de Santiago;Maipú
37505-77839-DE;XII de Magallanes y de La Antártica Chilena;Antártica
38299-79594-NM;VIII del Bío-Bío;Lota
47967-58305-AK;IV de Coquimbo;Vicuña
81604-8997-LG;V de Valparaíso;La Cruz
59918-7143-MJ;IX de La Araucanía;Temuco
12090-12646-NJ;VIII del Bío-Bío;Quilleco
99198-51865-BL;V de Valparaíso;Olmué
14019-88057-MN;V de Valparaíso;Limache
81030-77095-MG;Metropolitana de Santiago;Pirque
58240-92051-GB;VII del Maule;Chanco
65498-57600-LN;V de Valparaíso;Casablanca
41243-78919-NM;X de Los Lagos;Chonchi
27973-72320-LF;I de Tarapacá;Pozo Almonte
55571-57070-DB;VIII del Bío-Bío;Alto Biobío
48358-44985-DB;Metropolitana de Santiago;Las Condes
22421-36343-BB;VII del Maule;Linares
97409-47960-BD;VII del Maule;Rauco
96172-89039-MO;Metropolitana de Santiago;Independencia
68330-84620-KG;X de Los Lagos;Llanquihue
8128-54005-HD;XI de Aysén del General Carlos Ibáñez del Campo;Aisén
7196-13716-FD;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
44405-68648-NM;I de Tarapacá;Iquique
850-24165-DI;VIII del Bío-Bío;Lebu
23307-33959-MF;XII de Magallanes y de La Antártica Chilena;Río Verde
11788-81344-GI;VI del Libertador General Bernardo O'Higgins;Chépica
47316-22322-LB;VII del Maule;Pelluhue
41836-69257-FB;V de Valparaíso;Puchuncaví
89732-7558-AF;VIII del Bío-Bío;Hualqui
84340-99720-NN;V de Valparaíso;Santa María
71386-64260-HH;Metropolitana de Santiago;Paine
87193-45696-NB;VI del Libertador General Bernardo O'Higgins;Pichilemu
32485-4744-DA;Metropolitana de Santiago;Vitacura
93069-54471-OO;II de Antofagasta;Taltal
1603-78665-LB;XI de Aysén del General Carlos Ibáñez del Campo;Cochrane
59066-75903-OM;XIV de Los Ríos;La Unión
42800-11109-MM;VII del Maule;Pelarco
22546-27801-LL;XII de Magallanes y de La Antártica Chilena;Punta Arenas
6604-94393-LN;XI de Aysén del General Carlos Ibáñez del Campo;Cochrane
54824-78853-EE;VI del Libertador General Bernardo O'Higgins;Palmilla
21287-95453-EF;IX de La Araucanía;Carahue
38360-33689-AM;V de Valparaíso;Zapallar
35820-37801-BH;Metropolitana de Santiago;Peñalolén
82383-41932-IJ;VI del Libertador General Bernardo O'Higgins;Peumo
40037-25693-EJ;IX de La Araucanía;Villarrica
50674-14651-KD;IX de La Araucanía;Pucón
79077-11481-GH;Metropolitana de Santiago;María Pinto
3346-72046-GE;XIV de Los Ríos;Panguipulli
69758-83279-ML;Metropolitana de Santiago;La Granja
623-18076-BJ;XI de Aysén del General Carlos Ibáñez del Campo;Aisén
41210-44205-IA;V de Valparaíso;Juan Fernández
62886-13988-JH;V de Valparaíso;El Tabo
16339-48663-FJ;I de Tarapacá;Colchane
65084-73101-ME;X de Los Lagos;Ancud
98283-14412-MD;X de Los Lagos;San Pablo
50097-56595-LK;VI del Libertador General Bernardo O'Higgins;San Fernando
80400-20919-HH;Metropolitana de Santiago;Melipilla
10984-64670-BE;X de Los Lagos;Río Negro
16249-42015-JE;VIII del Bío-Bío;Tomé
37400-49396-BN;XII de Magallanes y de La Antártica Chilena;Natales
410-75582-NB;Metropolitana de Santiago;Curacaví
71969-27662-GB;Metropolitana de Santiago;Lampa
8383-23135-FJ;V de Valparaíso;Nogales
40601-79522-AH;X de Los Lagos;Chaitén
64526-85506-DF;Metropolitana de Santiago;Conchalí
89240-2617-OF;X de Los Lagos;Ancud
79719-67954-MB;V de Valparaíso;San Felipe
95790-38600-JA;XV de Arica y Parinacota;General Lagos
59010-99665-FA;XII de Magallanes y de La Antártica Chilena;Punta Arenas
98694-12803-LF;V de Valparaíso;Papudo
57615-79039-NG;X de Los Lagos;Curaco de Vélez
87912-56568-EO;VII del Maule;Colbún
8037-28372-EO;IV de Coquimbo;Andacollo
74834-60939-OM;Metropolitana de Santiago;El Bosque
73586-77461-NH;Metropolitana de Santiago;Pedro Aguirre Cerda
2281-11941-GK;V de Valparaíso;La Ligua
75514-6343-EB;VI del Libertador General Bernardo O'Higgins;Paredones
59504-33462-JG;Metropolitana de Santiago;Cerro Navia
43216-81117-KD;V de Valparaíso;Villa Alemana
48555-65614-NI;VIII del Bío-Bío;Florida
