id_mov;ONG;proyecto
26594;Grady, Mitchell And Lindgren;Walter Investment Management Corp.
26595;Beer, Zieme And Huels;MiMedx Group, Inc
26596;Raynor, Abernathy And Koch;CMP - Cerro Negro Norte
26597;Grant And Sons;Silvercrest Asset Management Group Inc.
26598;Wilderman-Leannon;KT Corporation
26599;Brekke-Kihn;HD Supply Holdings, Inc.
26600;Howe-Kreiger;Western Refining Logistics, LP
26601;Cummerata, Gutmann And Gaylord;Ojos del Salado
26602;Schroeder-Wiza;Clifton Bancorp Inc.
26603;Heller-Rohan;Xenia Hotels & Resorts, Inc.
26604;Lind-Kuphal;Guaranty Bancorp
26605;Feest-Graham;First Trust South Korea AlphaDEX Fund
26606;D'Amore And Sons;Vina Concha Y Toro
26607;Trantow-Quigley;TC PipeLines, LP
26608;Gulgowski-Spinka;Quiborax - Ascotán
26609;Brakus Group;PowerShares Nasdaq Internet Portfolio
26610;Kling, Barrows And Rau;German American Bancorp, Inc.
26611;Abshire, Crooks And Kassulke;OraSure Technologies, Inc.
26612;Durgan ;Pepsico, Inc.
26613;Cassin-Jerde;Tata Motors Ltd
26614;Sporer Inc;Andina
26615;Adama;Microsemi Corporation
26616;Hessel-Toy;Randgold Resources Limited
26617;Denesik And Sons;Universal Stainless & Alloy Products, Inc.
26618;Waters, Batz And Dickinson;KT Corporation
26619;Halvorson ;Flor de Los Andes
26620;Treutel-Stamm;Dollar General Corporation
26621;Lehner-Stanton;The Chefs' Warehouse, Inc.
26622;Hahn And Sons;Pascua
26623;Auer, Bogisich And Jacobson;Array BioPharma Inc.
26624;Friesen-Pfeffer;Zion Oil & Gas Inc
26625;Friesen, Friesen And Hodkiewicz;Avon Products, Inc.
26626;Champlin, O'Reilly And O'Keefe;Diana Shipping inc.
26627;África Viva;Enel Generacion Chile S.A.
26628;Williamson-Littel;The Travelers Companies, Inc.
26629;Anderson-Orn;Littelfuse, Inc.
26630;Collins, Collier And Herman;Spark Energy, Inc.
26631;Connelly-Maggio;Nustar GP Holdings, LLC
26632;Steuber, Rutherford And Upton;SeaChange International, Inc.
26633;Kihn, Orn And Farrell;Gladstone Commercial Corporation
26634;Lebsack, Borer And Sanford;LTC Properties, Inc.
26635;Adavas;Johnson & Johnson
26636;Hickle ;AGCO Corporation
26637;Larson, Franecki And Macejkovic;SeaChange International, Inc.
26638;Dickens ;Walter Investment Management Corp.
26639;Johns-Wolff;Impax Laboratories, Inc.
26640;Schuppe Group;Spark Energy, Inc.
26641;Flatley Group;III de Atacama Minerals - Aguas Blancas
26642;Kling, Effertz And Anderson;Franke
26643;Barton-Connelly;Algorta
26644;Murray-Braun;CenterPoint Energy, Inc.
26645;Mann, Howell And Shields;Corporate Asset Backed Corp CABCO
26646;Bayer-Bashirian;NextEra Energy, Inc.
26647;Aecc;El Toqui
26648;Quitzon-Hand;Refugio
26649;Sporer Inc;Spark Energy, Inc.
26650;Wisoky Inc;JA Solar Holdings, Co., Ltd.
26651;Cummerata, Gutmann And Gaylord;Zynerba Pharmaceuticals, Inc.
26652;Wehner, Schneider And Frami;E.I. du Pont de Nemours and Company
26653;Schiller-Reilly;Celite - Tana
26654;Labadie And Sons;Orbotech Ltd.
26655;Zieme-Metz;Mantos de la Luna
26656;Mills ;Microsemi Corporation
26657;Cummerata, Gutmann And Gaylord;Discovery Communications, Inc.
26658;Wehner-Jenkins;Fertón
26659;Boehm-Dooley;iShares 20+ Year Treasury Bond ETF
26660;Adenex;Inacesa - El Jilguero
26661;Rice-Price;Sierra Gorda
26662;Ziemann-Leuschke;ACF - Lagunas
26663;Wiegand ;Cummins Inc.
26664;Littel, Bode And Dibbert;Delcath Systems, Inc.
26665;Cremin, Klocko And Thiel;Los Pelambres
26666;Rowe-Fisher;Los Bronces
26667;Dickens-Klein;Impax Laboratories, Inc.
26668;Lowe, Streich And Purdy;E.I. du Pont de Nemours and Company
26669;Hintz-Reilly;3M Company
26670;Wilderman-Leannon;Sportsman's Warehouse Holdings, Inc.
26671;Lebsack-Senger;Aspen Technology, Inc.
26672;Ferry-Hessel;Cordillera - Tenardita
26673;Reichert-Hermiston;Diageo plc
26674;Shields-Kuhlman;Anheuser-Busch Inbev SA
26675;Goldner-Botsford;Inacesa - El Way
26676;Mckenzie, Paucek And Jaskolski;El Tofo
26677;Anderson-Orn;Cosayach - Soledad
26678;Konopelski, Schaefer And Feil;Spence
26679;Williamson-Schmidt;NVIDIA Corporation
26680;Hickle ;support.com, Inc.
26681;Pouros, Koch And Wiza;Arch Capital Group Ltd.
26682;Block Group;Pullalli
26683;Pfeffer, Durgan And Hayes;E.I. du Pont de Nemours and Company
26684;Hickle, Beatty And Gleichner;India Fund, Inc. (The)
26685;Becker, Haag And Hammes;Diageo plc
26686;Kautzer ;Zaldívar
26687;Miller ;Patriot National Bancorp Inc.
26688;Haag-Stoltenberg;Appliance Recycling Centers of America, Inc.
26689;Kuhlman-Bernhard;Imax Corporation
26690;King, Stroman And Flatley;The9 Limited
26691;Thompson, Baumbach And Medhurst;LM Funding America, Inc.
26692;Bruen, Kulas And Hodkiewicz;Ellie Mae, Inc.
26693;Stracke-Mayer;German American Bancorp, Inc.
26694;Okuneva Inc;El Salvador
26695;Hoeger ;SCL Chemetall
26696;Adane;PowerShares KBW High Dividend Yield Financial Portfolio
26697;Zboncak And Sons;Aspen Technology, Inc.
26698;Zboncak-Mraz;Forum Merger Corporation
26699;Rutherford Group;Celgene Corporation
26700;Cremin, Klocko And Thiel;Biocept, Inc.
26701;Schoen And Sons;Regal Entertainment Group
26702;Eichmann-Fahey;Gabelli Equity Trust, Inc. (The)
26703;Luettgen Group;Nuveen Michigan Quality Municipal Income Fund
26704;Hackett, Lockman And Littel;Western Asset Bond Fund
26705;Lubowitz-Stroman;ENGlobal Corporation
26706;Zboncak-Kerluke;Under Armour, Inc.
26707;Larson, Franecki And Macejkovic;Lomas Bayas
26708;Cremin-Jenkins;First Trust Nasdaq Retail ETF
26709;Bosco-Kuhn;Westpac Banking Corporation
26710;Kutch, Will And Grant;San Gerónimo
26711;Jaskolski Inc;Western Alliance Bancorporation
26712;Bayer-Bashirian;Yahoo! Inc.
26713;Nikolaus-Pfannerstill;Diageo plc
26714;Price-Shields;La Productora
26715;Braun-Bechtelar;China Mobile (Hong Kong) Ltd.
26716;Dietrich, Conn And Hand;First Financial Bankshares, Inc.
26717;Watsica-Morissette;Laguna Siren
26718;Goldner, Kertzmann And Paucek;Cosayach - Soledad
26719;Hoppe-Zboncak;Choquelimpie
26720;Johnson-Hintz;Zaldívar
26721;Medhurst-Jones;Recon Technology, Ltd.
26722;Hickle ;Inacesa - El Jilguero
26723;Stiedemann, Willms And Fay;Dupont Fabros Technology, Inc.
26724;Schmidt, Reinger And Zulauf;L.B. Foster Company
26725;África-Edusa;Diageo plc
26726;Koelpin, Stehr And Senger;SCL Chemetall
26727;Gusikowski, Luettgen And Cremin;La Marcelina
26728;Schimmel-Murray;Dynatronics Corporation
26729;Bosco-Lockman;SQM - Pedro de Valdivia
26730;Hessel-Toy;Merus Labs International Inc.
26731;Zboncak-Mraz;Cordillera - Tenardita
26732;Kling, Barrows And Rau;Sportsman's Warehouse Holdings, Inc.
26733;Franecki ;Romeral
26734;Beahan-Kuhlman;Pucobre
26735;Lakin-Osinski;NVIDIA Corporation
26736;Carroll-Mcclure;SeaChange International, Inc.
26737;Stracke And Sons;Apollo Senior Floating Rate Fund Inc.
26738;Barrows-Dibbert;FairPoint Communications, Inc.
26739;Pacocha-Heller;Mantos Blancos
26740;Boehm-Luettgen;Caleta El Cobre
26741;Wuckert ;Kura Oncology, Inc.
26742;Jones-Kemmer;LTC Properties, Inc.
26743;Torphy, Adams And Walter;Candelaria
26744;Barrows-Sauer;Cogentix Medical, Inc.
26745;Witting-Ernser;Collahuasi
26746;Cronin-Jacobson;JA Solar Holdings, Co., Ltd.
26747;Adams-Hickle;Cerro Negro
26748;Zieme-Langworth;Zion Oil & Gas Inc
26749;Lakin-Bruen;Drive Shack Inc.
26750;Marvin-Kautzer;Midland States Bancorp, Inc.
26751;Afrikable Ongd;Guanaco
26752;Weissnat Inc;Peapack-Gladstone Financial Corporation
26753;Gusikowski, Luettgen And Cremin;Quiborax
26754;Lesch-Homenick;PTC Inc.
26755;Gutkowski Group;Cóndor
26756;Schuppe Group;Waste Management, Inc.
26757;Satterfield, Torp And O'Kon;Texas Pacific Land Trust
26758;Mohr, Monahan And Hermiston;Mantos de la Luna
26759;Towne-Lehner;Escondida
26760;Konopelski, Hermann And Ziemann;VictoryShares US 500 Enhanced Volatility Wtd ETF
26761;Hirthe ;Commerce Bancshares, Inc.
26762;O'Hara-Bergstrom;Sportsman's Warehouse Holdings, Inc.
26763;Bode-Nikolaus;Kamada Ltd.
26764;Pagac, Huel And Abshire;Mid-America Apartment Communities, Inc.
26765;Collins-Hermann;Cerro Colorado
26766;Conn ;VictoryShares US 500 Enhanced Volatility Wtd ETF
26767;Mann-Schinner;Michilla
26768;Auer, Bogisich And Jacobson;Escondida
26769;Grady, Nicolas And Blick;Destination XL Group, Inc.
26770;Leannon-Brekke;Azul S.A.
26771;Dooley, Lindgren And Kub;PTC Inc.
26772;Crona ;III de Atacama Kozan
26773;Hauck Group;Toll Brothers Inc.
26774;Cole-Reilly;Anheuser-Busch Inbev SA
26775;Schuppe Group;Andes Travertine
26776;Yost, Mayer And Stokes;Tuina
26777;Wyman, Nicolas And Fahey;Chimberos
26778;Durgan ;Alliance National Municipal Income Fund Inc
26779;Schamberger-Walter;Inseego Corp.
26780;Kuvalis, Bauch And Schumm;Costamare Inc.
26781;Zboncak-Kerluke;American Homes 4 Rent
26782;Casper-Jacobson;XO Group, Inc.
26783;Bins, Ortiz And Bogan;The Chefs' Warehouse, Inc.
26784;Weimann, Armstrong And Luettgen;Esperanza
26785;Batz Inc;Pure Cycle Corporation
26786;Nicolas Group;Peckett
26787;Kub-Dibbert;Everspin Technologies, Inc.
26788;O'Keefe-Zulauf;XO Group, Inc.
26789;Schuppe Group;Cerro Colorado
26790;Dibbert-Shields;Cerro Negro
26791;Mccullough, Luettgen And Brakus;First Trust South Korea AlphaDEX Fund
26792;Hane, Buckridge And Kuhn;KT Corporation
26793;Afesip;UMH Properties, Inc.
26794;Veum, Gislason And Morar;VictoryShares US 500 Enhanced Volatility Wtd ETF
26795;Jerde And Sons;SQM - María Elena
26796;Schaefer, Bednar And Welch;SQM - Mapocho
26797;Johnson, Batz And Davis;International Seaways, Inc.
26798;Sawayn Inc;III de Atacama Minerals - Aguas Blancas
26799;Konopelski And Sons;Blackstone GSO Long Short Credit Income Fund
26800;Rosenbaum-Cole;Biglari Holdings Inc.
26801;Kling, Effertz And Anderson;Mantos Blancos
26802;Lehner-Stanton;Linderos
26803;Casper, Hayes And Oberbrunner;UMH Properties, Inc.
26804;Leffler Group;Toll Brothers Inc.
26805;Miller, Senger And Kertzmann;La Coipa
26806;Blanda, Stanton And Altenwerth;First Trust Nasdaq Retail ETF
26807;Torphy Inc;SCL Chemetall
26808;Wolf And Sons;Romeral
26809;Stokes, Kilback And Boyle;Vina Concha Y Toro
26810;Cole-Reilly;Carola
26811;Hettinger ;Elkhorn Commodity Rotation Strategy ETF
26812;Steuber, Ferry And Williamson;National American University Holdings, Inc.
26813;Dicki ;Imax Corporation
26814;Blick-Bartell;Michilla
26815;Erdman, Braun And Runolfsson;Recon Technology, Ltd.
26816;Adem;Quiborax
26817;Bednar-Flatley;Alhué
26818;Kuphal And Sons;Limoneira Co
26819;Paucek, Mclaughlin And Green;La Patagua
26820;Zieme-Langworth;Alhué
26821;Johnston-Spinka;Brookfield Global Listed Infrastructure Income Fund
26822;Hickle ;Herman Miller, Inc.
26823;Doyle, Mccullough And Friesen;ILG, Inc
26824;Turner, Medhurst And Carroll;Commercial Vehicle Group, Inc.
26825;Kautzer ;Rush Enterprises, Inc.
26826;Champlin ;Cerro Blanco
26827;King ;Forterra, Inc.
26828;Moore-Reilly;Trongol
26829;Zboncak Inc;Mackinac Financial Corporation
26830;Shields, Grant And Bernier;El Morro
26831;Steuber, Ferry And Williamson;Under Armour, Inc.
26832;Sporer And Sons;Fidus Investment Corporation
26833;Bruen, Macgyver And Deckow;First Trust South Korea AlphaDEX Fund
26834;Okuneva, Vonrueden And Quigley;The Community Financial Corporation
26835;Johnson-Hintz;Eagle Bulk Shipping Inc.
26836;Wunsch, Barrows And Hoeger;Andacollo Oro
26837;Adecoi;RenaissanceRe Holdings Ltd.
26838;Steuber, Rutherford And Upton;3M Company
26839;Reinger And Sons;PowerShares KBW High Dividend Yield Financial Portfolio
26840;Witting-Ernser;China Cord Blood Corporation
26841;Yundt Group;LM Funding America, Inc.
26842;Senger Group;Georgia Power Company
26843;Wisoky Group;Eaton Vance Corporation
26844;Franecki-Beahan;China Cord Blood Corporation
26845;Okuneva ;Caserones
26846;O'Keefe-Zulauf;El Guindo
26847;Kuhic-Zboncak;Sierra Oncology, Inc.
26848;Torp, Bruen And Douglas;Cyclacel Pharmaceuticals, Inc.
26849;Doyle-Powlowski;Regal Entertainment Group
26850;Kuhlman Group;NVIDIA Corporation
26851;Rolfson, Koch And Osinski;Western Refining Logistics, LP
26852;Gusikowski-Bechtelar;SeaChange International, Inc.
26853;Brakus Group;Alliance National Municipal Income Fund Inc
26854;Carroll-Moen;GlaxoSmithKline PLC
26855;Pfannerstill, Powlowski And Kreiger;Choquelimpie
26856;Howe-Kreiger;Blackhawk Network Holdings, Inc.
26857;Hilll Group;Apollo Senior Floating Rate Fund Inc.
26858;Hauck Group;Peabody Energy Corporation
26859;Veum, Gislason And Morar;Incyte Corporation
26860;Collins, Murray And O'Reilly;Carvana Co.
26861;Labadie, Veum And Hammes;The Community Financial Corporation
26862;Nienow, Harvey And Bartoletti;CMP - Algarrobo
26863;O'Reilly, Romaguera And Bode;Antucoya
26864;Keeling, Bruen And Greenholt;Nuveen Connecticut Quality Municipal Income Fund
26865;Wisozk, Smitham And Wisoky;Celite - Tana
26866;Schiller, Ullrich And Willms;Yelp Inc.
26867;Corkery ;Pirquitas
26868;Abshire, Crooks And Kassulke;XO Group, Inc.
26869;Feil, Lehner And Krajcik;iShares MSCI EM ESG Optimized ETF
26870;Volkman, Kulas And Hodkiewicz;Argos Therapeutics, Inc.
26871;Strosin, Frami And Kuhic;India Fund, Inc. (The)
26872;Simonis Group;The Chefs' Warehouse, Inc.
26873;Goyette Inc;Pascua
26874;Sanford And Sons;Hub Group, Inc.
26875;Bashirian, Greenholt And Russel;Commerce Bancshares, Inc.
26876;Pouros, Bradtke And Monahan;PowerShares Nasdaq Internet Portfolio
26877;Schuppe And Sons;Impax Laboratories, Inc.
26878;Kunde Inc;Chimborazo
26879;Mccullough, Luettgen And Brakus;San José
26880;Gutmann-Feest;Jerónimo
26881;Aufderhar ;Pepsico, Inc.
26882;Cremin-Hodkiewicz;Eaton Vance Corporation
26883;Towne ;Alliance National Municipal Income Fund Inc
26884;Casper-Jacobson;Enanta Pharmaceuticals, Inc.
26885;Haag, Beatty And Walker;Delcath Systems, Inc.
26886;Kunze-Ernser;Northern Trust Corporation
26887;Maggio-Kuvalis;Kopin Corporation
26888;Wuckert Group;Las Pataguas
26889;Boehm-Luettgen;Coirón
26890;Block Group;Franke
26891;Schaden, Cronin And Bernier;Tata Motors Ltd
26892;Dickens ;SQM - Pampa Blanca
26893;Okuneva Inc;PowerShares KBW High Dividend Yield Financial Portfolio
26894;Skiles, Bauch And Rippin;La Marcelina
26895;Becker And Sons;Galectin Therapeutics Inc.
26896;Nolan, Reynolds And Waters;Double Eagle Acquisition Corp.
26897;Jerde-Bauch;Quebrada Blanca
26898;Koelpin Group;Gilat Satellite Networks Ltd.
26899;Doyle-Powlowski;CMP - Algarrobo
26900;Cremin-Ondricka;Mantos de la Luna
26901;Cremin Inc;The9 Limited
26902;Schimmel Inc;Choquelimpie
26903;Cruickshank, Nienow And Abbott;Elkhorn Commodity Rotation Strategy ETF
26904;Renner Inc;LM Funding America, Inc.
26905;Steuber-Lang;Sportsman's Warehouse Holdings, Inc.
26906;Kuhlman-Bernhard;Cosayach - Negreiros
26907;Jenkins-Kemmer;Caleta El Cobre
26908;Rutherford-Becker;MiMedx Group, Inc
26909;Walsh-Doyle;El Tesoro
26910;Renner Inc;Peabody Energy Corporation
26911;Wilderman-Leannon;SQM - Mapocho
26912;Mccullough, Luettgen And Brakus;Ministro Hales
26913;Grant-Schaden;West Corporation
26914;Keebler-Stark;Lota
26915;Yundt Group;Investors Bancorp, Inc.
26916;Wisozk-Bernier;Dynex Capital, Inc.
26917;D'Amore-Kuhlman;Nutanix, Inc.
26918;Dietrich ;The Chefs' Warehouse, Inc.
26919;Rolfson-Bashirian;III de Atacama Minerals - Aguas Blancas
26920;Hettinger-Kuhic;Nutanix, Inc.
26921;Zboncak-Mraz;Kraton Corporation
26922;Schmeler, Carroll And Schaden;Manto Verde
26923;Hauck-Metz;Old Republic International Corporation
26924;Hamill-Rath;Commercial Vehicle Group, Inc.
26925;Goyette, Huels And Champlin;Mantos de la Luna
26926;Brekke-Crist;Chegg, Inc.
26927;Maggio, Franecki And Batz;Pupunahue
26928;Buckridge, Okuneva And Keebler;EQT Corporation
26929;Wilkinson-Schmidt;Aircastle Limited
26930;Macgyver-Hegmann;Cambrex Corporation
26931;Cremin, Klocko And Thiel;Arenal
26932;Smith-Schowalter;CMP - Romeral
26933;Hickle Group;Maganeso III de Atacama
26934;Becker And Sons;Ojos del Salado
26935;Raynor-Oberbrunner;Kilroy Realty Corporation
26936;Berge ;Under Armour, Inc.
26937;Wolf, West And Breitenberg;Garrison Capital Inc.
26938;Blanda, Stanton And Altenwerth;Nuveen Floating Rate Income Fund
26939;Paucek Group;Kayne Anderson Energy Total Return Fund, Inc.
26940;Rosenbaum-Leffler;CMP - El Laco
26941;Heidenreich, Boyer And Dach;Suncor EnergyInc.
26942;Bradtke Inc;Las Arenitas
26943;Williamson-Schmidt;The Travelers Companies, Inc.
26944;Swift, Harris And Towne;Moog Inc.
26945;King, Gusikowski And Mosciski;Regal Entertainment Group
26946;Schneider Inc;Voya Global Equity Dividend and Premium Opportunity Fund
26947;Bins, Ortiz And Bogan;JA Solar Holdings, Co., Ltd.
26948;Nader, Dietrich And Frami;FSB Bancorp, Inc.
26949;Simonis Inc;SQM - Nueva Victoria
26950;Carter-Mueller;Toll Brothers Inc.
26951;Raynor-Oberbrunner;FTI Consulting, Inc.
26952;Herman, Luettgen And Balistreri;Bronce de Petorca
26953;Nienow, Harvey And Bartoletti;PrivateBancorp, Inc.
26954;Luettgen And Sons;Los Bronces
26955;Langosh, Lueilwitz And Lehner;German American Bancorp, Inc.
26956;Welch ;Carvana Co.
26957;Sporer And Sons;United Insurance Holdings Corp.
26958;Schroeder-Hamill;Voya Global Equity Dividend and Premium Opportunity Fund
26959;Casper-Jacobson;Envision Healthcare Corporation
26960;Collins-Hermann;OraSure Technologies, Inc.
26961;Dach Inc;Diana Shipping inc.
26962;Turcotte, Stark And Hauck;United States Cellular Corporation
26963;Fritsch Group;Delcath Systems, Inc.
26964;Monahan-Grimes;Radomiro Tomic
26965;Mcclure ;Arch Capital Group Ltd.
26966;Hegmann, Koelpin And Lindgren;Gladstone Commercial Corporation
26967;Denesik And Sons;Inacesa - El Way
26968;Collins-Hermann;Check-Cap Ltd.
26969;Bahringer-Lehner;Tata Motors Ltd
26970;Schmeler, Carroll And Schaden;Carola
26971;Jakubowski ;Escondida
26972;Sporer, Graham And Medhurst;Michilla
26973;Mcdermott, Bernier And White;Vanguard Russell 3000 ETF
26974;Auer, Bogisich And Jacobson;Tata Motors Ltd
26975;Moen, Koss And Paucek;Linderos
26976;Goyette-Rau;Commerce Bancshares, Inc.
26977;Hickle ;Laguna Siren
26978;Jones-Kemmer;Michilla
26979;Mertz Group;Pampa Camarones
26980;Wolf, West And Breitenberg;Pampa Camarones
26981;Acción Familiar;FairPoint Communications, Inc.
26982;Bartell Inc;Marte Lobo
26983;Sporer Inc;MiMedx Group, Inc
26984;Koch, Feil And Spencer;III de Atacama Kozan
26985;Sanford And Sons;Fiserv, Inc.
26986;Lind-Schuppe;CatchMark Timber Trust, Inc.
26987;Runolfsdottir And Sons;El Abra
26988;Mcclure, Klocko And Wyman;Lenga
26989;Beahan-Kuhlman;Faride
26990;Heidenreich Inc;Biglari Holdings Inc.
26991;Johns, Kessler And Balistreri;VictoryShares US 500 Enhanced Volatility Wtd ETF
26992;Reichert, Mayer And Schmitt;Vanguard Russell 3000 ETF
26993;O'Keefe-Zulauf;Navío
26994;Konopelski And Sons;Vectrus, Inc.
26995;Murray-Braun;Sierra Miranda
26996;Powlowski, Kohler And Deckow;Lomas Bayas
26997;Runolfsson-Renner;Cummins Inc.
26998;O'Conner And Sons;Comcast Corporation
26999;Stoltenberg ;KT Corporation
27000;Mcclure, Klocko And Wyman;SeaChange International, Inc.
27001;Gorczany, Lindgren And Smitham;Punitaqui
27002;Hickle Inc;Chuquicamata
27003;Ritchie Group;STMicroelectronics N.V.
27004;Langosh, Lueilwitz And Lehner;Adams Diversified Equity Fund, Inc.
27005;Hauck Group;Torchmark Corporation
27006;Schroeder-Wiza;Las Pataguas
27007;Thiel And Sons;CMP - El Laco
27008;Jones-Kemmer;Midland States Bancorp, Inc.
27009;Strosin ;Everspin Technologies, Inc.
27010;Lynch ;Patriot National Bancorp Inc.
27011;Braun-Simonis;CatchMark Timber Trust, Inc.
27012;Veum, Ritchie And Crist;CMP - Boquerón Chañar
27013;Dubuque, Gaylord And Cole;Pupunahue
27014;Wolf, West And Breitenberg;Pinatolca
27015;Carter-Mueller;BLDRS Asia 50 ADR Index Fund
27016;Pfannerstill, Powlowski And Kreiger;Pinatolca
27017;Cruickshank, Nienow And Abbott;Manto Verde
27018;Lesch And Sons;SolarEdge Technologies, Inc.
27019;Waelchi Inc;Northern Trust Corporation
27020;Hayes And Sons;First Trust Emerging Markets Small Cap AlphaDEX Fund
27021;Funk And Sons;PowerShares KBW High Dividend Yield Financial Portfolio
27022;Dicki-Schaden;Victoria
27023;Macejkovic, Barrows And Kshlerin;Incyte Corporation
27024;Heidenreich Inc;The Travelers Companies, Inc.
27025;Kulas Inc;Lota
27026;Senger-Bins;PowerShares BuyBack Achievers Portfolio
27027;Bins Group;Esperanza
27028;Casper, Hayes And Oberbrunner;Appliance Recycling Centers of America, Inc.
27029;Jacobs, Braun And Schimmel;Hamilton Lane Incorporated
27030;Abernathy ;Adams Diversified Equity Fund, Inc.
27031;Schroeder-Hamill;HCA Healthcare, Inc.
27032;Maggio-Kuvalis;China Cord Blood Corporation
27033;Corwin Group;Littelfuse, Inc.
27034;Dooley, Lindgren And Kub;Franke
27035;Connelly-Maggio;Tootsie Roll Industries, Inc.
27036;Denesik-Quigley;ENGlobal Corporation
27037;Spinka, Senger And Brakus;XO Group, Inc.
27038;Lesch And Sons;Hamilton Lane Incorporated
27039;Kuvalis, Harris And Okuneva;Xenia Hotels & Resorts, Inc.
27040;Kuhn, Sawayn And Welch;FSB Bancorp, Inc.
27041;Grant And Sons;Idera Pharmaceuticals, Inc.
27042;Mante, Ferry And Corwin;Fiserv, Inc.
27043;Lakin-Osinski;Guaranty Bancorp
27044;África Arco Iris;La Picarda
27045;Grady, Mitchell And Lindgren;Littelfuse, Inc.
27046;Wehner, Schneider And Frami;Montecristo
27047;Altenwerth, Abernathy And Kuvalis;Aspen Technology, Inc.
27048;Rosenbaum-Brekke;Orbotech Ltd.
27049;Lesch-Homenick;Western Asset Bond Fund
27050;Hauck Group;Torchmark Corporation
27051;Kuphal And Sons;Cyclacel Pharmaceuticals, Inc.
27052;Maggio-Kuvalis;Cóndor
27053;Johnson-Hintz;SQM - Mapocho
27054;Bartoletti-Dickinson;Entergy Louisiana, Inc.
27055;Jacobs, Braun And Schimmel;Sierra Oncology, Inc.
27056;Jakubowski ;HollyFrontier Corporation
27057;Koepp Group;Nabriva Therapeutics AG
27058;Deckow-Nikolaus;JA Solar Holdings, Co., Ltd.
27059;Nolan Inc;Kura Oncology, Inc.
27060;O'Reilly, Romaguera And Bode;Container Store (The)
27061;Orn-Hilll;Cyclacel Pharmaceuticals, Inc.
27062;Littel, Lynch And Lowe;Sierra Gorda
27063;Lueilwitz ;Lota
27064;Schuppe Group;Bronce de Petorca
27065;Aufderhar ;Lenga
27066;Eichmann-Streich;CenterPoint Energy, Inc.
27067;Boehm-Dooley;Dollar General Corporation
27068;Erdman, Rutherford And Cronin;Garrison Capital Inc.
27069;Heaney-Harber;Marte Lobo
27070;Kautzer, Streich And Vandervort;Discovery Communications, Inc.
27071;Johnston And Sons;Cyclacel Pharmaceuticals, Inc.
27072;Schimmel-Murray;Idera Pharmaceuticals, Inc.
27073;Gusikowski Inc;Discovery Communications, Inc.
27074;Haley, Bergstrom And Auer;El Peñón
27075;Torphy Inc;Refugio
27076;Bosco And Sons;Peapack-Gladstone Financial Corporation
27077;Bahringer-Lehner;PDF Solutions, Inc.
27078;Schuppe Group;Cerro Imán
27079;Hand And Sons;Guaranty Bancorp
27080;Ferry-Schuppe;Dollar General Corporation
27081;Champlin-Bauch;Julia
27082;Adane;Dynex Capital, Inc.
27083;Breitenberg ;Biocept, Inc.
27084;Jacobs, Hand And Powlowski;Urstadt Biddle Properties Inc.
27085;Afro_Aid;Celite - Carol
27086;Kohler And Sons;Kraton Corporation
27087;Acción Familiar;Herman Miller, Inc.
27088;Lynch, Feest And Eichmann;Microsemi Corporation
27089;Zulauf And Sons;Universal Stainless & Alloy Products, Inc.
27090;Abbott Group;CMP - Boquerón Chañar
27091;Lind-Kuphal;Cerro Bayo
27092;Wuckert Group;La Picarda
27093;Mohr, Monahan And Hermiston;Xenia Hotels & Resorts, Inc.
27094;Fadel Group;Tootsie Roll Industries, Inc.
27095;Franecki-Beahan;Sierra Miranda
27096;Toy, Hahn And King;Cosayach - Cala Cala
27097;Muller, Reichert And Grimes;Flor de Los Andes
27098;Baumbach, Reinger And Jaskolski;Great Elm Capital Corp.
27099;Runolfsson-Morar;Las Cenizas
27100;Moore-Reilly;EPR Properties
27101;Rice-Price;Safe Bulkers, Inc
27102;Becker, Deckow And O'Keefe;Sierra Miranda
27103;Mante, Ferry And Corwin;Sportsman's Warehouse Holdings, Inc.
27104;Wolff-Greenholt;El Tofo
27105;Roberts Group;Alhué
27106;Champlin-Bauch;United States Cellular Corporation
27107;Jenkins And Sons;El Soldado
27108;Ratke, Connelly And Ward;SolarEdge Technologies, Inc.
27109;Zieme And Sons;SAP SE
27110;Mclaughlin And Sons;Clifton Bancorp Inc.
27111;Satterfield, Torp And O'Kon;DRDGOLD Limited
27112;Legros-Price;Urban One, Inc. 
27113;Hirthe ;National American University Holdings, Inc.
27114;Zboncak-Kerluke;CMP - Los Colorados
27115;Marvin-Sipes;Imax Corporation
27116;Kuhlman, Denesik And King;Aircastle Limited
27117;Crona ;La Patagua
27118;Eichmann-Streich;Tres Valles
27119;Kuhlman Group;Sierra Oncology, Inc.
27120;Kozey-Stoltenberg;El Volcán
27121;Champlin-Murphy;U.S. Energy Corp.
27122;Mann, Howell And Shields;Romeral
27123;Rice, Daniel And Klocko;Vectrus, Inc.
27124;Rosenbaum-Brekke;Arenal
27125;Bosco-Lockman;Cummins Inc.
27126;Mraz-Ratke;Old Republic International Corporation
27127;Keeling, Collins And Yost;Abeona Therapeutics Inc.
27128;Gulgowski-Spinka;MiMedx Group, Inc
27129;Mante, Bins And Crooks;El Teniente
27130;Dubuque And Sons;El Tesoro
27131;Blick-Bartell;Cerro Colorado
27132;Senger-Bogisich;Gladstone Commercial Corporation
27133;Torp, Bruen And Douglas;ACF - Lagunas
27134;Hackett, Lockman And Littel;Nuveen Connecticut Quality Municipal Income Fund
